created_at;favorite_count;full_text;quote_count;reply_count;retweet_count;author;day;month;reply_dummy
Wed Mar 31 19:40:41 +0000 2021;124;No me importa la opinión de los políticos ni de sus chupes. ¡Voy a proteger a las familias peruanas cueste lo que cueste! #ToqueDeQuedaContraLosCriminales https://t.co/dd10YOjGX1;55;40;16;Urresti;31;3;0
Wed Mar 31 17:11:19 +0000 2021;79;La delincuencia es el nuevo terrorismo. ¡VAMOS A ENFRENTARLOS Y DERROTARLOS! #ToqueDeQuedaContraLosCriminales https://t.co/EfaRVIYEPB;50;7;13;Urresti;31;3;0
Wed Mar 31 16:16:31 +0000 2021;198;"Solo hay una forma de parar a estas lacras que después de fumarse un troncho salen a robar celulares para ""la bajada"". En mi gobierno...  #ToqueDeQuedaContraLosCriminales! Insúltenme, si quieren! https://t.co/5JTzLQ19EE";52;57;21;Urresti;31;3;0
Wed Mar 31 15:41:45 +0000 2021;115;"Los criminales jamás se imaginaron que Urresti los enfrentaría de manera tan radical y contundente. Están avisados. #ToqueDeQuedaContraLosCriminales 
#PalabraDeUrresti https://t.co/BiaA14CFtJ";65;76;17;Urresti;31;3;0
Wed Mar 31 13:36:19 +0000 2021;108;"#UrrestiEsNoticia. #ToqueDeQuedaContraLosCriminales. 
Nada de bla bla bla.... ¡Medida concreta para acabar con esos malditos que en plena pandemia tienen aterrorizados a nuestra gente! https://t.co/UnjacrRwue";54;53;12;Urresti;31;3;0
Wed Mar 31 01:17:19 +0000 2021;104;#ToqueDeQuedaContraLosCriminales. Desde mi primer día de gobierno, guerra total contra los vendedores de droga, sicarios, cogoteros y robacelulares...!!! https://t.co/IRMRu8fvGO;43;45;16;Urresti;31;3;0
Wed Mar 31 00:23:03 +0000 2021;88;Lo que me importa es proteger a las familias peruanas que en este momento están indefensas ante estos criminales. Repito: ¡Toque de queda contra los criminales! Lucha frontal contra estos malditos. #PalabraDeUrresti .;12;15;8;Urresti;31;3;1
Wed Mar 31 00:23:02 +0000 2021;171;Los sicarios, cogoteros, robacelulares, esos que les venden droga a nuestros niños y hoy dominan las calles, tienen los meses contados. A partir del primer día de mi gobierno: #ToqueDeQuedaContraLosCriminales. ¡No me importa si se molestan los políticos, opinólogos y troles! https://t.co/5LPYhkcuec;93;55;16;Urresti;31;3;0
Tue Mar 30 23:51:37 +0000 2021;110;#UrrestiPresidente. Propuestas para mejorar la educación.  #TodosJuntosLoPodemosTodo https://t.co/gz7JzcaFm3;66;13;11;Urresti;30;3;0
Tue Mar 30 17:34:37 +0000 2021;136;En los ochentas un presidente decía que los terroristas eran abigeos. ¿Alguien sabe de qué partido era? https://t.co/lKVTDECaCV;30;58;38;Urresti;30;3;0
Tue Mar 30 15:32:59 +0000 2021;125;Ni lo uno ni lo otro. El Perú ya no está para experimentos que fracasaron en Venezuela ni para volver vivir aterrados con los crímenes, asesinatos, secuestros y robos del fujimontesinismo, que hoy viene con sus topos. #UrrestiPresidente https://t.co/tYp6cGA2O1;55;90;14;Urresti;30;3;0
Tue Mar 30 13:07:37 +0000 2021;204;Más se conoce la verdad más votos pierde. https://t.co/oVhk8yFwkz;67;47;34;Urresti;30;3;0
Mon Mar 29 21:00:54 +0000 2021;125;Los criminales se la buscaron. Ustedes ya me conocen, yo no juego a los policías y ladrones con estos malditos . Guerra avisada... #UrrestiPresidente https://t.co/VuCOuvqj5G;60;19;18;Urresti;29;3;0
Mon Mar 29 19:45:46 +0000 2021;77;"@hurgamemoriaPE, ya que tu candidato morado prácticamente arrojó la toalla dame una mano. Coméntame, 🅿️.😛
@noakeikope, @LaSalitadelSin @deslengua_2 @ConvocaPe @WaykaPeru, no se queden atrás! #UrrestiPresidente https://t.co/u6E45zCr7h";79;19;9;Urresti;29;3;1
Mon Mar 29 17:44:26 +0000 2021;48;Luna, Sol, Júpiter, Marte... todos los que consideres. Saludos! 😉 #UrrestiPresidente;1;20;9;Urresti;29;3;0
Mon Mar 29 17:43:39 +0000 2021;40;Eso depende de la justicia, hijo. Saludos a tu familia, gracias por sus votos. #UrrestiPresidente;0;4;4;Urresti;29;3;0
Mon Mar 29 15:39:58 +0000 2021;139;El pase a la segunda vuelta se definirá mañana en el debate del JNE. No en el de hoy ni en el del miércoles. Mi anuncio partirá al Perú en dos: o estás con los delincuentes o estás con Urresti, el enemigo número uno de los criminales. #UrrestiPresidente https://t.co/nzya4wG8c5;55;53;21;Urresti;29;3;0
Mon Mar 29 15:09:20 +0000 2021;429;Mi mejor campaña militar fue ir a conquistarte, hace 43 años. No logré mi objetivo porque caí rendido a tus pies. Hoy somos padres de dos hermosas hijas y abuelo de dos nietos adorables. Feliz cumpleaños, Juanita Pastor,  #PrimeraDamaDeUrresti. #TodosJuntosLoPodemosTodo💞 https://t.co/uXlS5Sbvhi;92;69;33;Urresti;29;3;0
Mon Mar 29 02:03:02 +0000 2021;128;Tremenda conversación con @augusthorndike. Gracias por la entrevista, gringo! https://t.co/oORMBw3dPI #UrrestiPresidente;44;21;10;Urresti;29;3;0
Sun Mar 28 21:46:18 +0000 2021;127;Para parar a los delincuentes se necesita un presidente firme y que ponga el pecho ante el peligro, no  presidentes de escritorio que anden con guardaespaldas y chalequitos antibalas mientras nuestra gente no sabe cómo protegerse. #UrrestiImplacable con los delincuentes. https://t.co/Lyrlaqe4Lu;99;37;19;Urresti;28;3;0
Sun Mar 28 20:45:10 +0000 2021;192;Los programas periodísticos dominicales más importantes del Perú empiezan a abrirme las puertas. ¡Era lo que el Perú reclamaba! Esta noche estaré con @DeltaMdelta en @Latina_pe. #UrrestiPresidente #TodosJuntosLoPodemosTodo https://t.co/qpR6AsfL10;94;62;21;Urresti;28;3;0
Sun Mar 28 17:45:07 +0000 2021;40;Bla bla bla.... Saludos 😉 #UrrestiPresidente;1;33;2;Urresti;28;3;0
Sun Mar 28 17:29:42 +0000 2021;256;15 días para tu gran decisión: O estás con los poderosos, corruptos y sus topos, o estás con #UrrestiPresidente. https://t.co/9ioXWrEJy8;73;186;32;Urresti;28;3;0
Sat Mar 27 21:01:46 +0000 2021;289;"Juanita Pastor, la futura primera dama del Perú. 
¡Quédate con quien te hable así, con el corazón abierto y con la esperanza de un Perú mejor!
(Avance del discurso en Arequipa este mediodía) 
#UrrestiPresidente 
@canalN_ @RPPNoticias @noticiAmerica @Latina_Noticias https://t.co/3wIBM3nOI8";103;93;34;Urresti;27;3;0
Sat Mar 27 16:53:07 +0000 2021;172;A los poderosos y corruptos de siempre NUNCA les importó el bienestar de nuestra gente. Por eso los pobres del Perú siguen viviendo en medio del terral, sin agua ni desagüe ni luz. Con #UrrestiPresidente eso va a cambiar!!! #TodosJuntosLoPodemosTodo!! https://t.co/9r9DEZAYGT;108;49;25;Urresti;27;3;0
Fri Mar 26 21:44:11 +0000 2021;206;¡Advertidos están!!! #UrrestiPresidente https://t.co/bVTcnnGRzq;83;77;18;Urresti;26;3;0
Fri Mar 26 19:42:34 +0000 2021;214;"¡Se los dije! Nadie tiene el pase asegurado a segunda vuelta. Encuesta de CPI revela que comenzó la caída de los que subían aceleradamente de 4 en 4. 
PD. Lescano, ¿cómo va esa delantera?😉
#UrrestiPresidente https://t.co/oZaHpLqygc";97;138;33;Urresti;26;3;0
Fri Mar 26 17:07:14 +0000 2021;124;En Carabayllo. Sigue la transmisión en vivo en nuestra página: https://t.co/QvuQR5XKwZ https://t.co/uMXyy1Dvov;58;20;14;Urresti;26;3;0
Fri Mar 26 14:30:41 +0000 2021;278;Estimados delincuentes, vayan pensando a qué se dedicarán a partir del 28 de julio. Los perseguiré hasta el fin del mundo, si es posible. ¡Sus crímenes no quedarán impunes! #PalabraDeUrresti. https://t.co/z4IOIlZAbF;83;120;40;Urresti;26;3;0
Fri Mar 26 01:51:14 +0000 2021;172;Me encantó. Gracias!!! #UrrestiPresidente https://t.co/W7bOH3713m;53;62;18;Urresti;26;3;0
Thu Mar 25 23:03:24 +0000 2021;152;¡AGÁRRENSE! El reencuentro con nuestra gente de Lima es impresionante. Desde ya, gracias a todos por sus botox... perdón, votos. 😂😂 #UrrestiPresidente https://t.co/UuvXCBT3GT;63;28;19;Urresti;25;3;0
Thu Mar 25 21:47:16 +0000 2021;234;😂😂😂😂Primera vez que me ruborizo.... se pasaron con este video...  #UrrestiPresidente https://t.co/RE33p3Kldd;51;40;15;Urresti;25;3;0
Thu Mar 25 14:06:38 +0000 2021;130;Jóvenes entusiastas limpian, totalmente gratis, el parabrisas de los automovilistas en lugares clave de Lima. #JóvenesConUrresti https://t.co/fYd5RQJBl1;116;24;13;Urresti;25;3;0
Thu Mar 25 00:00:02 +0000 2021;164;"¡Gracias a nuestra gente de Huaycán por el cálido reencuentro de hoy! Adivinen a quién me encontré en el camino, rondando por allí. 😊
#UrrestiPresidente https://t.co/mMfwZSSeXC";87;45;20;Urresti;25;3;0
Wed Mar 24 22:34:53 +0000 2021;28;Tengo vaaarios votos en tu familia, trolcito. 😉Saludos!! #UrrestiPresidente;0;7;2;Urresti;24;3;0
Wed Mar 24 22:19:54 +0000 2021;209;"Poder político: Vizcarra y su gente, vacunándose a espaldas del pueblo
Poder de los millones: De Soto vacunándose a espaldas del pueblo.
¡INMORALES!
¡Resiste, Perú, el 11 de abril los castigaremos!
#UrrestiPresidente https://t.co/1EmPf9Vzrz";112;244;25;Urresti;24;3;0
Wed Mar 24 19:12:52 +0000 2021;39;Sufrir nomás te queda. Si la inscripción fuera irregular el JNE no nos hubiera dejado participar. #UrrestiPresidente https://t.co/nHLNjWCuGR;25;9;9;Urresti;24;3;0
Wed Mar 24 18:41:19 +0000 2021;91;¡Lucha frontal contra la delincuencia desde el 29 de julio! Operativos policiales mañana tarde y noche. Vamos a tener locos a esos robacelulares y cogoteros. #PalabraDeUrresti #UrrestiPresidente  https://t.co/kWr4L31Zap https://t.co/VyLgBJtjLx;102;27;14;Urresti;24;3;0
Wed Mar 24 16:53:13 +0000 2021;169;"Cuando combato a la delincuencia no me importa si es de día o de noche. Lo hice como ministro del Interior. Como presidente del Perú lo volveré a hacer... y mejor!!
#UrrestiPresidente https://t.co/gNze7HlZOo https://t.co/SSbsZ3HMsp";66;48;26;Urresti;24;3;0
Wed Mar 24 13:21:35 +0000 2021;19;Lee todo mi plan de gobierno. Saludos. #UrrestiPresidente;0;13;1;Urresti;24;3;0
Wed Mar 24 13:20:54 +0000 2021;14;Entonces da RT. Saludos. #UrrestiPresidente;0;4;1;Urresti;24;3;0
Wed Mar 24 13:11:54 +0000 2021;332;Y como sabe que todo eso se lo van a decir en su cara ... se corre de todos los debates!!! https://t.co/niB9RNfyXU;84;90;60;Urresti;24;3;0
Wed Mar 24 03:06:44 +0000 2021;179;Piña: La señora K ya no tendrá pretextos para justificar su derrota electoral en la primera vuelta. Mejor que vaya pensando para el 2026. https://t.co/CXmEWLAuYF;52;81;18;Urresti;24;3;0
Wed Mar 24 00:32:43 +0000 2021;98;Ya pues, no se pasen!! No es para tanto! 😂😂😂😂 #UrrestiPresidente #MemesPorUrresti https://t.co/mGsSS8mKTT;91;36;6;Urresti;24;3;0
Wed Mar 24 00:30:42 +0000 2021;31;"Es que nadie había mostrado hasta ahora sus ""maravillosas obras"" en La Victoria";0;5;1;Urresti;24;3;0
Wed Mar 24 00:29:35 +0000 2021;21;Anda y me pasas fotos. Saludos. #UrrestiPresidente;0;6;0;Urresti;24;3;0
Wed Mar 24 00:29:06 +0000 2021;30;¿Cómo crees? 😉 Saludos. #UrrestiPresidente https://t.co/fx2OJYJ1Xs;0;1;0;Urresti;24;3;0
Tue Mar 23 22:35:45 +0000 2021;197;"Se lo prometí a @George_Forsyth en el debate y fui a la Rica Vicky a ver sus ""maravillosos logros como alcalde"". Miren pues!! 👇
PD. Si saben cómo me pongo... pa' que me provocan!!! 😎
#UrrestiPresidente 
@canalN_ @RPPNoticias @larepublica_pe @Agencia_Andina @diariocorreo https://t.co/QlDnweD2FG";113;52;36;Urresti;23;3;0
Tue Mar 23 20:33:47 +0000 2021;122;Limpiamos tu parabrisas para que veas bien por quién votar!! Gracias a los jóvenes que tuvieron esta genial idea para difundir nuestras propuestas. Hoy me sumé a esta digna chamba. #UrrestiPresidente! https://t.co/7WPqKpEoWl https://t.co/ukVUSIN0Ej;49;56;16;Urresti;23;3;0
Tue Mar 23 17:03:00 +0000 2021;288;"No recuerdo dónde me tomaron esta foto. 😂😂😂
#MemesPorUrresti #UrrestiPresidente https://t.co/7OXrytEy8z";99;100;25;Urresti;23;3;0
Tue Mar 23 16:43:30 +0000 2021;64;¡Nuevamente en las calles y con nuestra gente! El reencuentro esperado, esta vez con los automovilistas del centro de Lima. ATENTOS!!! 👍👍👍😎 #TodosJuntosLoPodemosTodo #UrrestiPresidente! https://t.co/lFDixhVNZP;57;10;10;Urresti;23;3;0
Tue Mar 23 15:28:15 +0000 2021;96;"😂😂😂 Si quieres que la vida te sonría... sonríe tú también!
#MemesPorUrresti https://t.co/H9IRH8WqZY";48;16;22;Urresti;23;3;0
Tue Mar 23 12:51:23 +0000 2021;95;El debate sigue dando que hablar. #UrrestiEsNoticia, versión bailable. 👍👍👍 #UrrestiPresidente https://t.co/B8TzvrQhVj;74;42;16;Urresti;23;3;0
Mon Mar 22 23:17:14 +0000 2021;23;Te vamos a extrañar. 😎 #UrrestiPresidente;0;2;0;Urresti;22;3;0
Mon Mar 22 23:16:08 +0000 2021;11;😂😂😂;0;0;0;Urresti;22;3;0
Mon Mar 22 22:23:58 +0000 2021;248;"Tras 40 años de feliz matrimonio, seguimos tan enamorados como si fuéramos salientes 😊
*Beto, no vayas a malograr la noche, eh*
#UrrestiPresidente https://t.co/G37ceQyQMi";98;61;23;Urresti;22;3;0
Mon Mar 22 18:58:56 +0000 2021;205;Tal como me comprometí anoche en el debate, en breve voy a darme una vueltita por La Victoria. Si encuentro que está hecho una maravilla como dice Forsyth voy a votar por él. 😄 Atento a los enlaces en vivo de @canalN_ @noticiAmerica @RPPNoticias @larepublica_pe @exitosape https://t.co/J4SP1bfSQZ;82;118;19;Urresti;22;3;0
Mon Mar 22 18:14:49 +0000 2021;385;¿Ofreciéndose para hacer media training? https://t.co/ZNS5qDHmo7;7;242;45;Urresti;22;3;0
Mon Mar 22 16:04:00 +0000 2021;199;Ya pues, hermoso, no puedes hablar de sangre nueva en la política si tienes en tu equipo a Carlos Bruce, quien fue ministro DOS VECES nada menos que de Toledo, y también ministro de PPK y Vizcarra. Solo le faltó ser ministro de Merino!! Mejor habla de #Techitocracia https://t.co/ifJ4WuuMcx;66;88;32;Urresti;22;3;0
Mon Mar 22 14:20:24 +0000 2021;29;No sigas perdiendo credibilidad, estimado, en la televisión te presentan como gran analista y resulta que no sabes diferenciar entre LISTA y CANDIDATO. Ya pues, no te pases, critícame todo lo que quieras pero no ENGAÑES. Acepta que erraste. #UrrestiPresidente https://t.co/iU1U65mIlk;1;9;6;Urresti;22;3;0
Mon Mar 22 13:39:26 +0000 2021;175;¡A partir del 28 de julio operativos permanentes las 24 horas. ¡Vamos a tener locos a los delincuentes! Tenemos que proteger a nuestra gente de estos malditos. #UrrestiPresidente https://t.co/5uZhrMLEKS;91;73;24;Urresti;22;3;0
Mon Mar 22 07:23:06 +0000 2021;21;Nunca saqué un millón de votos en Lima. Sigues perdiendo credibilidad @DelaPuenteJuan https://t.co/HaO7UddtYK;0;3;4;Urresti;22;3;0
Mon Mar 22 05:16:32 +0000 2021;59;Cuando postulé al Congreso decías lo mismo, por eso no logré ninguna curul, admiro tu credibilidad. 😉;0;35;12;Urresti;22;3;0
Mon Mar 22 03:53:37 +0000 2021;238;"¡#DebateDefinitivo on fire! Demostrado una vez más que estamos preparados para sacar al Perú de la crisis como presidente 2021-2026. Ya estamos concentrándonos en el debate del @JNE_Peru
  #UrrestiPresidente https://t.co/XGmwkOTWLZ";126;388;35;Urresti;22;3;0
Mon Mar 22 01:57:54 +0000 2021;187;La pandemia mata. La delincuencia mata. La corrupción mata. ¡Vamos a parar eso!  #TodosJuntosLoPodemosTodo https://t.co/lksbbGFlrx;53;63;36;Urresti;22;3;0
Mon Mar 22 01:20:39 +0000 2021;157;Un minuto de silencio por ese familiar, ese amigo, ese compañero de trabajo que perdimos por culpa de la maldita pandemia. #ConUrrestiPresidente NO se repetirá la historia de incapacidad y abandono de nuestra gente. #TodosJuntosLoPodemosTodo https://t.co/66BYrIbL0k;55;37;33;Urresti;22;3;0
Sun Mar 21 22:51:17 +0000 2021;139;Graciassss!! Graciasss!!! #ConUrrestiPresidente vamos a recuperar la esperanza. Resiste, Perú! https://t.co/UXZAvbTc6J;69;36;17;Urresti;21;3;0
Sun Mar 21 21:14:23 +0000 2021;34;No le tuve miedo a los terrucos... Ya a nadie le puedo tener miedo. #conUrrestiPresidente;0;17;6;Urresti;21;3;0
Sun Mar 21 21:13:13 +0000 2021;15;Garantizado!! 👍 #ConUrrestiPresidente imposible que te quedes dormido;0;12;0;Urresti;21;3;0
Sun Mar 21 21:12:24 +0000 2021;12;Si logras que vaya al debate, no se me salva!! 😎#ConUrrestiPresidente;0;1;1;Urresti;21;3;0
Sun Mar 21 18:59:52 +0000 2021;214;Comienza la cuenta regresiva para el debate de esta noche en @americatv_peru y @canalN_ . Voy con todo. #ConUrrestiPresidente renace la esperanza https://t.co/r3c9ntC985;111;128;28;Urresti;21;3;0
Sun Mar 21 13:10:13 +0000 2021;186;"¡Me buscaron y acá me tienen! ¡Listo para el primer round!😎 
Imperdible debate esta noche en @noticiAmerica y @canalN_ entre los 5 candidatos que lideramos las encuestas.
PD. 
- Usen el HT #ConUrrestiPresidente y los sigo.   
- ¿Troleo a Federico Salazar, o no? Hablen!
😂😂😂 https://t.co/WC9hVdRRp6";130;119;20;Urresti;21;3;0
Sat Mar 20 21:46:17 +0000 2021;89;"¡Hermoso reencuentro con nuestra gente de San Juan de Miraflores! 👏👏👏 
Con ellos celebré que el @JNE_Peru le haya dicho NO a los que se copian nuestro plan de gobierno! #UrrestiPresidenteFirme   
https://t.co/fG0X12w8Y8 https://t.co/GfzYTpj9m2";52;14;14;Urresti;20;3;0
Sat Mar 20 16:16:47 +0000 2021;100;¡Estamos listos para #ElDebateDelBicentenario en @noticiAmerica y @canalN_ ! Vamos a ver quiénes hicieron la tarea y quiénes se la pasaron wasapeando en camita hasta la medianoche. 😉#ElLocoUrresti está de vuelta. 🤪😂😂😂 https://t.co/d2SfcbOcgr;82;32;13;Urresti;20;3;0
Sat Mar 20 12:39:02 +0000 2021;90;"¡Primera batalla ganada! @JNE_Peru me da la razón: SÍ plagian mi plan de gobierno, especialmente Lescano y Salaverry.  
El JNE  EXHORTA a los partidos a difundir sus propuestas y planes de gobierno en forma VERAZ y COHERENTE.
#TodosJuntosLoPodemosTodo!
https://t.co/2pAEfscClK https://t.co/30NIExPuCM";60;24;24;Urresti;20;3;0
Sat Mar 20 03:49:37 +0000 2021;172;Tengo ganas de darles una primicia demoledora ahorititita, pero luego recuerdo que este sábado voy a ser entrevistado en @RPPNoticias... y se me pasa. 😉 #UrrestiPresidente https://t.co/cBvxVawUb0;31;46;27;Urresti;20;3;0
Sat Mar 20 03:01:03 +0000 2021;79;"#ConUrrestiPresidente... ¡volverán los operativos contra la delincuencia! ¡Con más furia que nunca! Esto y más en la entrevista con @pilarhigashi en @atv_noticias.
*Y ya que la @ONPE_oficial vetó mi spot aprovecho toda ocasión para pedir tu voto* 😉https://t.co/BkMqpCmJZv https://t.co/Sfq5NSKYu8";28;9;18;Urresti;20;3;0
Fri Mar 19 22:04:21 +0000 2021;101;"¡Todos invitados! 👍👍👍
*Sospecho que varios candidatos presidenciales van a estar enchufadísimos viendo qué se copian de mi plan de gobierno!!! 😁*
#ElLocoUrresti en @atvmasnoticias https://t.co/5NNL1IkFaG";85;18;12;Urresti;19;3;0
Fri Mar 19 20:56:31 +0000 2021;36;Qué bueno que la gente recuerde que fuimos los primeros en enfrentar a Burca y CÍA. #ElLocoUrresti;0;10;6;Urresti;19;3;0
Fri Mar 19 20:55:24 +0000 2021;35;No entiendo de dónde sacan estas cosas!! #ElLocoUrresti se los agradece 😎;0;13;3;Urresti;19;3;0
Fri Mar 19 20:53:59 +0000 2021;125;Imposible no compartir esta creación de los jóvenes que confían en que seré un buen presidente. La creatividad que tienen es increible!! 😂😂😂 #ElLocoUrresti https://t.co/SxmRnDAFu6;48;38;16;Urresti;19;3;0
Fri Mar 19 19:40:26 +0000 2021;94;"Por decir lo que pienso y por la forma en que lo digo me dicen #ElLocoUrresti. ¡ Ya nada puedo hacer! 😂😂😂
¡Este domingo les prometo un debate inolvidable en @americatv_peru @noticiAmerica y @canalN_!   #UrrestiPresidente https://t.co/6RmdAQ8sAS";83;37;9;Urresti;19;3;0
Fri Mar 19 17:57:13 +0000 2021;136;"Este es el spot que vetó la @ONPE_oficial. No quiere que aparezca como ministro del Interior ni enfrentando al abogado del sanguinario terrorista Abimael Guzmán. ¡Increíble! #UrrestiPresidente 
cc. @OEA_oficial @JNE_Peru @RPPNoticias @canalN_ @larepublica_pe @Agencia_Andina https://t.co/bZgWAVlWd5";75;20;21;Urresti;19;3;0
Fri Mar 19 15:06:24 +0000 2021;159;"Si Lescano arma un plan de gobierno de acá al domingo, día del debate en @americatv_peru y @canalN_, YO VOTO POR ÉL!!!😂😂😂😂 
#UrrestiPresidente https://t.co/HuhlXjWcHI";90;36;32;Urresti;19;3;0
Fri Mar 19 13:02:28 +0000 2021;207;"Las AFP reinician su campaña de terror con más fuerza. Ahora ya no dicen ""vamos a quebrar"", ahora usan a los afiliados. Saben que vamos a ganar las elecciones y que no les vamos a perdonar nada!!! #UrrestiPresidente 
#SueltaMiPlataMalditaAFP https://t.co/apCdTOOkyO";115;85;31;Urresti;19;3;0
Fri Mar 19 00:46:21 +0000 2021;103;¡Escándalo! La @ONPE_oficial veta spot de mi campaña presidencial porque aparezco como ministro del Interior. ¡Me impiden difundirlo en la franja electoral! Los detalles esta noche en @PanamericanaTV con @mgarciafreundt https://t.co/2fqamXSezX;70;25;18;Urresti;19;3;0
Thu Mar 18 23:58:07 +0000 2021;81;"Reunión con la Misión de Observación Electoral de la @OEA_oficial. Con mi jefe de plan de gobierno, @CarlosAnderso1, expusimos el trato discriminatorio de la @ONPE_oficial. 
 #OEAenPerú  
#UrrestiPresidente
#NoNosPuedenParar. https://t.co/e5NYlxPStf";110;9;11;Urresti;18;3;0
Thu Mar 18 19:38:29 +0000 2021;122;"Denuncié ante la misión de la @OEA_oficial el trato discriminatorio de la @ONPE_oficial hacia mi candidatura. ¡Vetan spot en el que aparezco como ministro del Interior!
https://t.co/vY7r1YnN3s
@Agencia_Andina @RPPNoticias @canalN_ @larepublica_pe @atv_noticias #UrrestiPresidente https://t.co/vZx6WsQBlv";126;31;21;Urresti;18;3;0
Thu Mar 18 17:57:51 +0000 2021;18;Veo que t molesta que se haya frenado el abuso de los bancos. No importa. #ConUrrestiPresidente acabaremos con todo tipo de abusos.;1;4;0;Urresti;18;3;0
Thu Mar 18 17:56:43 +0000 2021;13;Voy volando a averiguar. 😉. Saludos!! #ConUrrestiPresidente https://t.co/jNxQTZNPxz;24;2;1;Urresti;18;3;0
Thu Mar 18 17:55:31 +0000 2021;19;RESUMEN: Para que los bancos no te saquen los ojos con los intereses. #ConUrrestiPresidente;0;1;2;Urresti;18;3;0
Thu Mar 18 17:54:41 +0000 2021;23;Sinceramente, agradezco tus palabras. #ConUrrestiPresidente;0;0;3;Urresti;18;3;0
Thu Mar 18 17:54:09 +0000 2021;25;Ese es el cuentazo que han metido los bancos. Igual que las AFP, que dijeron que quebrarían si devolvían la plata a los afiliados. ¿Ha quebrado alguno? #ConUrrestiPresidente;0;2;0;Urresti;18;3;0
Thu Mar 18 17:52:58 +0000 2021;13;Vamos que podemos!! hagamos de nuestro Perú un pañis mejor! #ConUrrestiPresidente;0;0;1;Urresti;18;3;0
Thu Mar 18 17:52:20 +0000 2021;11;Es constitucional mientras el TC no diga lo contrario. Saludos. #ConUrrestiPresidente;0;4;1;Urresti;18;3;0
Thu Mar 18 17:50:56 +0000 2021;12;Los bancos no pueden hacer lo que les da la gana. #ConUrrestiPresidente cambiará todo para mejor.;0;4;3;Urresti;18;3;0
Thu Mar 18 17:49:22 +0000 2021;33;Gracias a todos por el respaldo. #ConUrrestiPresidente no habrá más abusos!;0;3;4;Urresti;18;3;0
Thu Mar 18 17:00:14 +0000 2021;220;"¡ES OFICIAL! ¡Se acabó el abuso de los bancos y sus salvajes intereses! Hoy se publicó la ley por la que tanto luchamos. 
Me gustaría saber dónde estaban esos candidatos presidenciales que hoy te ofrecen de todo mientras dábamos la pelea en el Congreso. #UrrestiPresidente https://t.co/6da75gHhlO";82;71;27;Urresti;18;3;0
Thu Mar 18 15:47:23 +0000 2021;79;"#UrrestiEsNoticia. 
@Agencia_Andina @RPPNoticias @canalN_ @larepublica_pe @elcomercio_peru @EFEnoticias @exitosape @peru21noticias @diariocorreo @noticiAmerica @Latina_Noticias @atv_noticias @PanamericanaTV @tromepe https://t.co/9dUiyjAGjn";67;13;10;Urresti;18;3;0
Thu Mar 18 14:20:27 +0000 2021;104;#UrrestiEsNoticia. Estamos listos para debatir en cualquier escenario porque tenemos el plan de gobierno más ambicioso, serio, responsable y EJECUTABLE para sacar al Perú de la tremenda crisis económica y sanitaria en la que se encuentra. #UrrestiPresidente https://t.co/MBTxxDBr53;133;24;17;Urresti;18;3;0
Thu Mar 18 02:07:07 +0000 2021;131;Nunca pensé que las redes fueran tan expresivas. 😂😂Todo comenzó con un inocente HT: #ConUrrestiPresidente https://t.co/VAku5P2vBa;40;22;25;Urresti;18;3;0
Thu Mar 18 00:59:50 +0000 2021;77;Gracias a todos los que están tuiteando el HT #ConUrrestiPresidente. He revisado los memes tan divertidos y no podía dejar de compartir esto. Son geniales, amigas y amigos!! https://t.co/uW7hJ0CkiU;34;21;21;Urresti;18;3;0
Thu Mar 18 00:44:57 +0000 2021;40;eeeepa!!! 😂#ConUrrestiPresidente;0;10;4;Urresti;18;3;0
Thu Mar 18 00:44:16 +0000 2021;37;Gracias por ayudarnos a difundir. #ConUrrestiPresidente no habrá desprecio a las mujeres;2;9;8;Urresti;18;3;0
Thu Mar 18 00:43:47 +0000 2021;24;Demostraremos que nuestro plan de gobierno es el mejor. #ConUrrestiPresidente todo va a mejorar!!;0;5;6;Urresti;18;3;0
Thu Mar 18 00:38:24 +0000 2021;20;"Sra. @ClaraEOspinaG, le agradeceré que NO distorsionen mis declaraciones. Dije: ""Vamos a pagar S/1200 de bono a aquellos policías que cumplen 30 años y que son totalmente jóvenes, PARA QUE NO SE VAYAN DE BAJA"". Su titular desinforma. Confío en que corregirán. Saludos.";0;2;4;Urresti;18;3;0
Thu Mar 18 00:05:49 +0000 2021;23;Siempre con el pueblo!! 👍👍 #ConUrrestiPresidente nuestra gente tendrá la prioridad;0;1;3;Urresti;18;3;0
Thu Mar 18 00:02:25 +0000 2021;101;"Este domingo volveré a demostrar la potencia de mi plan de gobierno en el #ElDebateDelBicentenario. Ojalá que @yonhy_lescano ya tenga su plan de gobierno para ese día!😉
@noticiAmerica @KeikoFujimori @George_Forsyth @Vero_Mendoza_F @ClaraEOspinaG @Jimmychinchay @MavilaHuertasC https://t.co/ilHN3wRt6D";85;26;18;Urresti;18;3;0
Wed Mar 17 22:36:39 +0000 2021;43;"Recuerdo que con el cuentazo de ""yo soy joven"" Lucianita llegó a ser congresista. 
¿Creo que pegó el HT #ConUrrestiPresidente, o me equiveco?  😉";30;7;12;Urresti;17;3;0
Wed Mar 17 20:29:53 +0000 2021;105;#ConUrrestiPresidente millones de peruanos podrán comprar productos de buena calidad y precios justos muy cerca de sus casas. 👍👍👍 https://t.co/wcUHE6tx2c;53;15;23;Urresti;17;3;0
